ASX Industrials Market - Weekly
"Trading data for the week ending Friday, September 18, 2015"
"XAO 5194.3 at 2015-09-18T17:03:05. Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:09 PM."



ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change [see notes],Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
FRX,16.000,6.895,-,.008,-,-,-,-,-,-,-,,Flexiroam,-,.13,-.5,.10,.13,.135,.13,-5.63,.225,.13,
FLT,1445.86,101.203,72.348,3.711,8.77,4.20,254.70,14.4,152.00,1.68,4.13,f,Flight Centre Travel,-,36.80,+28,36.59,36.95,37.14,35.35,-1.16,47.38,29.88,
FLK,1207.25,67.056,36.503,.155,.15,1.40,1.10,19.1,-,-,-,,Folkestone,-,.21,+1.5,.21,.215,.21,.195,+5.77,.25,.185,
FET,1719.72,58.350,59.259,.499,1.82,1.12,39.50,5.1,12.80,3.09,6.31,,Folkestone Edu,-,2.03,-10,2.02,2.05,2.13,2.02,-6.62,2.32,1.74,
FSF,418.472,34.931,13.777,.463,5.47,.82,18.29,24.7,13.74,1.33,3.05,,Fonterra S/H Fund,-,4.51,+14,4.25,4.55,4.54,4.20,+1.28,5.975,4.05,
FLR,-,.628,3.057,.001,.01,.20,-.20,-,-,-,-,,Frankland River,-,.002,-,.002,.005,.002,.002,-1.92,.005,.002,
FNP,1595.00,17.066,22.424,.481,1.06,2.93,37.11,8.4,3.00,12.37,.96,f,Freedom Foods Grp,-,3.11,-4,3.10,3.11,3.20,3.10,-3.19,3.51,2.69,
FLN,288.529,34.767,37.918,.628,.02,69.50,-.55,-,-,-,-,,Freelancer,-,1.39,-6,1.39,1.405,1.50,1.365,-6.06,1.60,.515,
FRE,-,102.845,446.709,.001,-,-,-.02,-,-,-,-,,Freshtel Hldgs,-,.001,-,.001,.002,.001,.001,-1.92,.003,.001,
FSA,61.371,13.237,16.716,.159,.52,2.44,11.74,10.8,6.50,1.81,5.12,f,FSA Grp,-,1.27,+3,1.20,1.27,1.28,1.20,+.50,1.60,.93,
FUN,520.678,174.277,148.031,.021,-.02,-,-5.80,-,-,-,-,f,Funtastic,-,.03,-.4,.03,.031,.032,.027,-13.69,.069,.019,
FFT,278.240,13.287,-,.115,-,-,-,-,-,-,-,,Future Fibre Tech,-,.945,+1.5,.92,.985,.95,.87,-.31,1.185,.71,
FGX,214.291,31.730,213.960,.201,.01,109.00,-2.00,-,2.00,-,1.83,f,Future Generation Inv,-,1.09,+1,1.08,1.09,1.10,1.075,-1.00,1.16,1.015,
FGXO,283.091,33.809,4.810,.005,-,-,-,-,-,-,-,,  opt sep16,-,.025,-.1,.025,.027,.029,.021,-5.77,.075,.016,
FGG,1958.79,4.133,-,.293,-,-,-,-,-,-,-,,Future Gen Global Inv,-,1.065,+1,1.06,1.065,1.07,1.05,-.97,1.07,1.05,
FGGO,3383.01,6.812,-,.012,-,-,-,-,-,-,-,,  opt sep17,-,.044,-.3,.043,.044,.049,.043,-8.31,.05,.043,
GEM,7122.38,572.317,309.353,1.173,-.01,-,18.78,17.0,24.00,.78,7.52,f,G8 Education,-,3.19,-11,3.18,3.21,3.39,3.13,-5.26,5.44,2.86,
GRB,430.342,125.634,121.559,.021,.03,1.77,-.21,-,-,-,-,,Gage Roads Brewing,-,.053,+.1,.051,.053,.055,.051,+.00,.165,.037,
GAP,741.153,19.790,34.702,.067,.24,.94,1.74,12.9,2.35,.74,10.44,,Gale Pacific,-,.225,+1.5,.225,.23,.23,.215,+5.22,.275,.165,
GAL,20429.5,1932.73,68.424,.013,-,-,-3.34,-,-,-,-,,Galicia Engy Corp,-,.017,+.2,.016,.017,.017,.015,+11.41,.03,.004,
GJT,271.074,17.645,19.891,.188,2.29,.78,24.00,7.4,14.90,1.61,8.37,,Galileo Japan Tr,-,1.78,-,1.75,1.78,1.78,1.75,-1.92,1.94,1.58,
GDF,1023.41,10.606,-,.094,-,-,-,-,-,-,-,,Garda Div Prop Fund,-,.97,-1,.97,1.00,1.01,.97,-2.94,1.03,.96,
GTY,12758.1,89.207,-,.581,-,-,-,-,-,-,-,,Gateway Lifestyle,-,2.33,+3,2.32,2.40,2.445,2.30,-.62,2.445,2.00,
GZL,5.111,.494,1.057,.148,1.55,1.65,53.90,4.7,14.00,3.85,5.47,f,Gazal Corp,-,2.56,-8,2.30,2.55,2.56,2.48,-5.05,2.90,2.35,
GBT,840.163,42.720,18.884,.326,-,-,22.94,21.4,10.50,2.18,2.14,f,GBST Hldgs,-,4.90,+32,4.90,4.99,4.99,4.56,+5.06,6.84,3.61,
GDI,2241.21,217.135,186.616,.483,.99,.90,13.45,6.7,7.50,1.79,8.38,,GDI Prop Grp,-,.895,-1.5,.895,.90,.925,.895,-3.57,.97,.83,
GHC,7042.59,37.539,14.452,.406,1.07,1.77,10.53,17.9,8.58,1.23,4.54,,Generation Health,-,1.89,+8,1.855,1.90,1.91,1.82,+2.50,1.91,1.343,
GBI,20.000,8.997,21.539,.026,-.01,-,-3.01,-,-,-,-,,Genera Biosystems,-,.26,-2,.26,.29,.29,.26,-9.07,.36,.17,
GNE,159.004,20.170,44.778,1.725,1.51,1.14,9.29,18.6,14.89,.62,8.63,,Genesis Energy,-,1.725,+7.5,1.705,1.74,1.77,1.67,+2.62,2.45,1.455,
GSS,537.483,12.141,-,.035,-,-,-,-,-,-,-,,Genetic Signatures,-,.50,+5,.48,.50,.50,.45,+9.19,.575,.35,
GTG,851.029,1299.98,70.953,.036,.01,2.10,-.82,-,-,-,-,,Genetic Tech,-,.021,-.2,.02,.022,.022,.021,-10.62,.091,.012,
GNX,60.908,2.600,-,.016,-,-,-,-,-,-,-,,Genex Power,-,.165,-,.155,.165,.165,.16,-1.92,.23,.145,
GTK,-,15.729,12.560,.119,.04,40.75,4.26,38.3,7.11,.60,4.36,p,Gentrack Grp,-,1.63,-,1.64,1.75,1.63,1.63,-1.92,2.42,1.60,
GMA,7635.85,543.153,247.134,1.664,3.79,.68,60.76,4.2,25.60,2.37,10.00,f,Genworth Mortg Ins,-,2.56,+11,2.54,2.73,2.56,2.41,+2.57,3.893,2.40,
GDY,1031.97,62.328,52.038,.012,.06,.45,-3.31,-,-,-,-,,Geodynamics,-,.027,-.2,.027,.029,.03,.027,-8.82,.051,.021,
GID,126.023,67.341,53.042,.017,.09,.40,-13.22,-,-,-,-,,"GI Dynamics, Inc",X,.036,+.1,.033,.037,.036,.033,+.93,.50,.032,
GC1,111.761,.510,-,.022,-,-,-,-,-,-,-,,Glennon Small Comp,-,1.00,+1,1.00,1.02,1.005,.99,-.91,1.01,.98,
GC1O,119.000,.467,-,-,-,-,-,-,-,-,-,,  opt aug16,-,.03,-.2,.032,.04,.032,.03,-8.17,.05,.03,
GLE,23.000,1.396,.802,.019,.98,.26,5.53,4.5,-,-,-,,GLG Corp,-,.25,-1,.25,.35,.26,.25,-5.77,.26,.15,
GCS,311.800,16.966,19.710,.100,.81,.62,4.70,10.6,-,-,-,,Global Construct,-,.50,-,.49,.495,.50,.485,-1.92,.62,.42,
GLH,81.696,4.111,17.172,.009,-.01,-,3.25,8.6,-,-,-,,Global Health,-,.28,-,.28,.315,.32,.255,-1.92,.54,.225,
GFL,.619,.454,1.377,.014,1.74,.94,.18,911.1,-,-,-,,Global Masters Fund,-,1.64,-,1.39,1.645,1.64,1.64,-1.92,1.76,1.24,
GRF,-,2.734,6.441,.070,1.48,1.00,1.92,77.1,-,-,-,,Global Res Masters Fd,-,1.48,-,1.43,1.44,1.48,1.48,-1.92,1.63,1.39,
GVF,306.024,15.707,3.537,.069,1.15,.89,15.22,6.7,2.00,7.61,1.96,f,Global Value Fnd,-,1.02,-2,1.015,1.025,1.035,1.015,-3.85,1.11,.98,
GVFO,204.800,16.308,6.461,.002,-,-,-,-,-,-,-,,  opt mar16,-,.03,+.2,.02,.025,.03,.029,+5.22,.095,.025,
GLB,114.162,1.325,1.792,.060,.75,1.93,8.97,16.2,7.00,1.28,4.83,f,Globe Int'l,-,1.45,+9,1.45,1.60,1.45,1.36,+4.69,1.47,.56,
GCN,6088.41,140.481,434.885,.005,-,-,-.30,-,-,-,-,,GoConnect,-,.005,-.1,.005,.007,.006,.005,-18.59,.017,.004,
GFY,325.104,8.510,-,.120,-,-,34.70,8.6,12.80,2.71,4.31,p,Godfreys Grp,-,2.97,-11,2.97,3.05,3.10,2.97,-5.49,3.64,2.78,
GMY,15.000,.480,2.361,.013,.94,.90,.90,94.4,-,-,-,,Goldfields Money,-,.85,+1,.84,.98,.86,.84,-.73,1.10,.70,
GMG,31365.0,918.511,708.320,10.072,3.46,1.64,69.20,8.2,22.20,3.12,3.90,,Goodman Grp,-,5.69,-5,5.68,5.74,5.79,5.59,-2.79,6.70,5.085,
GOW,-,.485,1.080,.149,3.70,.82,28.51,10.7,12.00,2.38,3.93,f,Gowing Bros,-,3.05,-,3.08,3.15,3.05,3.05,-1.92,3.30,2.78,
GPS,-,.027,.935,.013,.10,1.50,6.10,2.5,-,-,-,,GPS Alliance,-,.15,-,.009,.09,.15,.15,-1.92,.20,.02,
GPT,36566.7,1187.46,1114.16,8.041,4.03,1.11,48.75,9.2,21.70,2.25,4.84,,GPT Grp,-,4.48,-1,4.46,4.51,4.56,4.44,-2.15,4.89,3.77,
GMF,98.506,21.689,-,.266,-,-,29.20,7.1,10.15,2.88,4.90,,GPT Metro Office Fd,-,2.07,-,2.03,2.08,2.08,2.03,-1.92,2.28,1.88,
GNG,2150.91,8.095,8.060,.154,.32,3.19,8.60,11.9,9.50,.91,9.31,f,GR Engineering,-,1.02,+1,1.00,1.03,1.05,1.00,-.93,1.17,.625,
GNC,5371.26,118.854,163.248,1.984,5.63,1.54,13.40,64.7,12.50,1.07,1.44,f,GrainCorp,-,8.67,+60,8.60,8.70,8.83,7.99,+5.51,10.36,7.67,
GBA,-,.887,.579,-,.19,.09,-2.84,-,-,-,-,,Grandbridge,-,.018,-,.025,.033,.018,.018,-1.92,.04,.018,
GEG,188.678,9.627,8.497,.074,.09,8.89,-1.57,-,-,-,-,,Grays Ecommerce,-,.80,+1.5,.80,.81,.805,.775,-.01,1.45,.665,
GXL,2947.62,144.928,60.835,.703,-.97,-,17.16,36.4,17.00,1.01,2.72,f,Greencross,-,6.25,-5,6.23,6.28,6.38,6.10,-2.72,10.10,4.95,
GOZ,2064.41,89.973,45.815,1.787,2.16,1.45,25.70,12.2,29.60,.87,9.43,,Growthpoint Prop,-,3.14,+1,3.10,3.15,3.16,3.08,-1.60,3.39,2.62,
GUD,1848.22,62.886,49.263,.728,2.21,3.86,46.00,18.6,42.00,1.10,4.92,f,GUD Hldgs,-,8.54,+3,8.52,8.75,8.73,8.37,-1.57,10.18,6.24,
GWA,7067.44,144.695,124.912,.742,.19,14.00,6.07,43.8,5.50,1.10,2.07,f,GWA Grp,X,2.66,+10,2.65,2.70,2.70,2.49,+1.98,3.005,2.11,
HSN,2170.31,68.122,63.684,.532,.06,50.17,10.30,29.2,6.00,1.72,1.99,p,Hansen Tech,-,3.01,-,2.98,3.04,3.12,2.87,-1.92,3.12,1.435,
HVN,17680.8,501.961,383.042,4.423,2.39,1.67,24.51,16.2,20.00,1.23,5.03,f,Harvey Norman,-,3.98,-2,3.97,3.99,4.13,3.91,-2.42,4.99,3.21,
HHY,300.250,62.813,42.553,.010,.11,.87,-11.31,-,-,-,-,,Hastings High Yld,-,.096,-.2,.096,.099,.098,.096,-3.96,.18,.093,
HSO,47868.2,959.220,386.832,4.451,.19,13.53,8.60,29.9,7.00,1.23,2.72,,Healthscope,-,2.57,-6,2.57,2.65,2.65,2.57,-4.20,3.15,2.35,
HLO,3.667,37.910,15.464,.132,.04,7.50,-45.66,-,-,-,-,f,Helloworld,-,.30,-6,.285,.30,.36,.30,-18.59,.415,.24,
HGG,10961.3,680.624,735.629,3.774,.63,9.35,30.90,19.1,18.97,1.63,3.22,,Henderson Grp,-,5.89,+22,5.87,5.92,5.93,5.635,+1.96,6.26,3.40,
HFA,2659.09,53.906,56.505,.394,.24,10.13,108.88,2.2,7.86,13.85,3.23,,HFA Hldgs,-,2.43,+6,2.43,2.48,2.47,2.39,+.61,2.58,1.347,
HNG,15.623,2.750,3.479,.018,.20,1.70,-30.90,-,2.00,-,5.88,f,HGL,-,.34,-,.34,.40,.34,.34,-1.92,.52,.24,
HLS,-,4.451,5.665,.001,-,-,-1.10,-,-,-,-,,Hillcrest Litigation,-,.006,-,.002,.007,.006,.006,-1.92,.009,.002,
HIL,728.437,92.244,62.277,.096,.29,1.43,-37.00,-,9.10,-,21.93,f,Hills,-,.415,-.5,.405,.415,.415,.39,-3.11,1.44,.365,
HIT,353.921,5.019,.705,.004,.12,1.08,2.61,5.0,-,-,-,f,Hitech Grp Aust,-,.13,+2.5,.12,.13,.135,.115,+21.89,.15,.04,
HJB,-,19.896,-,.004,-,-,2.16,.7,-,-,-,,HJB Corp,-,.015,-,.01,.04,.015,.015,-1.92,.198,.015,
HCT,178.000,.523,1.718,.023,.01,15.00,.02,750.0,-,-,-,,Holista Colltech,-,.15,+5,.135,.15,.15,.10,+48.08,.17,.025,
HOM,12.000,2.587,5.548,.056,.29,1.83,5.29,10.0,4.00,1.32,7.55,f,Homeloans,-,.53,+1,.40,.53,.54,.52,+.00,.69,.51,
HPI,256.158,30.409,61.667,.378,2.07,1.25,24.94,10.4,16.30,1.53,6.29,,Hotel Property Inv,-,2.59,-8,2.59,2.62,2.76,2.58,-4.92,2.86,2.26,
HUB,158.561,16.091,18.306,.107,.95,2.16,-13.34,-,-,-,-,,HUB24,-,2.05,-5,2.01,2.08,2.14,1.99,-4.30,2.20,.80,
HGL,-,.909,.275,.008,.01,3.20,-.95,-,-,-,-,,Hudson Invest,-,.032,-,.031,-,.032,.032,-1.92,.047,.029,
HHV,515.410,60.007,42.733,.260,1.36,.79,25.30,4.3,8.00,3.16,7.41,,Hunter Hall Global,-,1.08,+1.5,1.075,1.08,1.08,1.06,-.51,1.434,1.055,
HHL,37.200,3.048,3.054,.060,.98,2.26,29.25,7.6,15.50,1.89,7.01,f,Hunter Hall Int'l,-,2.21,-11,2.21,2.30,2.21,2.11,-6.66,2.50,1.55,
HUO,947.845,10.270,-,.310,3.09,1.15,20.99,16.9,-,-,-,,Huon Aquaculture,-,3.55,-1,3.50,3.55,3.64,3.55,-2.20,5.00,3.07,
HTA,108.900,14.512,16.498,1.086,.02,4.00,-2.17,-,-,-,-,,Hutchison,-,.08,-.3,.076,.08,.083,.073,-5.54,.115,.054,
ICQ,366.886,43.593,75.855,.171,.02,34.50,-8.77,-,-,-,-,,iCar Asia,-,.69,+4,.675,.73,.71,.615,+4.23,1.420,.59,
ICT,311.519,17.818,47.766,.008,-.07,-,-3.81,-,-,-,-,,ICollege,-,.14,+4,.14,.145,.14,.10,+38.08,.21,.10,
ICTO,43.944,5.356,2.375,-,-,-,-,-,-,-,-,,  opt jul17,-,.02,-,.01,.02,.02,.02,-1.92,.07,.02,
ICS,18.336,2.706,26.713,.013,.24,5.19,9.52,13.1,4.00,2.38,3.21,,ICSGlobal,X,1.245,+.5,1.22,1.35,1.30,1.20,-1.52,1.45,.825,
IDT,1154.57,58.243,4.796,.073,.11,3.45,-2.20,-,-,-,-,,IDT Aust,-,.38,+11,.385,.395,.40,.28,+38.82,.40,.13,
IMI,-,59.478,95.946,.001,-,-,-.06,-,-,-,-,,IM Medical,X,.001,-,-,.001,.001,.001,-1.92,.002,.001,
IMIO,-,-,-,-,-,-,-,-,-,-,-,,  opt sep16,X,-,-,-,.001,.001,.001,-1.92,.001,.001,
IMD,2650.66,74.937,68.048,.047,.45,.42,-10.44,-,-,-,-,f,Imdex,-,.19,-.5,.185,.205,.20,.185,-4.49,.73,.185,
IMF,1013.60,66.864,51.106,.245,.52,2.81,3.78,38.6,10.00,.38,6.85,f,IMF Bentham,-,1.46,-.5,1.455,1.495,1.53,1.45,-2.26,2.485,1.43,
IMC,77.917,12.704,779.037,.034,.06,7.67,-4.60,-,-,-,-,,Immuron,X,.46,-4,.46,.48,.50,.45,-9.92,.51,.006,
IPD,991.297,98.603,60.011,.282,.11,8.73,-5.52,-,-,-,-,,ImpediMed,-,.96,-2.5,.955,.985,1.00,.92,-4.46,1.245,.384,
IPC,-,.011,.003,.002,.68,.88,-5.57,-,10.00,-,16.67,f,Imperial Pacific,-,.60,-,.62,.75,.60,.60,-1.92,.75,.60,
IMU,5005.98,529.365,175.905,.013,-,-,-.21,-,-,-,-,,Imugene,-,.01,+.2,.009,.01,.01,.008,+23.08,.017,.008,
IAB,10.746,2.422,.862,.024,-.27,-,-2.07,-,-,-,-,,Inabox Grp,-,1.20,+5,1.20,1.25,1.20,1.15,+2.43,1.32,.75,
IPL,25259.1,1126.34,1026.43,6.422,.77,4.95,16.70,22.8,11.70,1.43,3.07,,Incitec Pivot,-,3.81,+21,3.80,3.84,3.86,3.55,+3.91,4.40,2.655,
IDZ,124.266,4.549,13.229,.045,.25,1.52,-1.63,-,-,-,-,,Indoor Skydive Aust,-,.38,-1,.36,.42,.38,.36,-4.49,.667,.36,
IDR,3155.24,60.739,61.703,.234,2.02,.94,18.22,10.5,16.20,1.12,8.50,,Industria REIT,-,1.905,+4.5,1.905,1.93,1.945,1.84,+.50,2.12,1.755,
IFN,3171.71,146.367,192.504,.201,-,-,-39.50,-,-,-,-,,Infigen Energy,-,.26,+1.5,.255,.265,.27,.245,+4.20,.345,.21,
IFM,3089.92,145.358,183.288,.257,.03,27.67,4.30,19.3,3.64,1.18,4.39,p,Infomedia,-,.83,-4,.825,.86,.895,.83,-6.52,1.32,.795,
IFZ,5.750,.068,.027,1.737,2.16,1.33,66.99,4.3,7.39,9.06,2.57,,Infratil,-,2.88,+3,2.88,2.88,2.90,2.85,-.87,3.03,2.007,
INA,1998.07,234.959,226.821,.387,.39,1.10,3.10,13.9,1.35,2.30,3.14,,Ingenia Grp,-,.43,-1,.42,.43,.447,.42,-4.20,.49,.375,
IIL,82.600,10.451,25.108,.029,.03,5.83,-3.00,-,-,-,-,,Innate Immuno,-,.175,+1,.165,.175,.175,.165,+4.14,.22,.115,
IAG,51868.6,1594.32,1290.48,12.157,1.34,3.73,31.22,16.0,29.00,1.08,5.80,f,Insurance Aust Grp,-,5.00,+10,4.98,5.01,5.03,4.80,+.12,6.61,4.79,
IRI,1106.54,27.598,16.438,.462,.11,24.73,8.41,32.3,7.50,1.12,2.76,p,Integrated Research,-,2.72,+22,2.72,2.77,2.76,2.50,+6.88,2.76,.92,
IEQ,-,-,.072,.004,.16,.21,-.04,-,-,-,-,,Int'l Equities,-,.033,-,.033,-,.033,.033,-1.92,.06,.033,
IQE,390.776,19.446,15.357,.098,-.41,-,8.29,11.8,12.81,.65,13.14,p,Intueri Edu Grp,-,.975,-6.5,.96,1.09,1.00,.97,-8.17,2.90,.97,
IVT,69.996,2.012,2.882,.003,-.01,-,-.88,-,-,-,-,,Inventis,-,.005,-,.005,.01,.005,.005,-1.92,.011,.004,
IOF,10604.7,344.015,306.597,2.401,3.62,1.08,29.20,13.4,19.25,1.52,4.92,,Investa Office Fd,-,3.91,+15,3.84,3.94,3.93,3.76,+2.07,4.34,3.28,
IVO,800.832,31.522,14.093,.024,-.01,-,-2.09,-,-,-,-,,Invigor Grp,-,.076,-.4,.071,.082,.085,.076,-6.92,.10,.06,
IVOO,-,1.681,.040,.001,-,-,-,-,-,-,-,,  opt jul18,-,.035,-,.035,.05,.035,.035,-1.92,.06,.01,
IVX,8709.32,351.008,116.253,.013,-,-,-2.15,-,-,-,-,,Invion,-,.014,-,.013,.015,.014,.012,-1.92,.072,.011,
IVC,2152.29,53.900,46.020,1.226,.57,19.54,35.90,31.0,36.50,.98,3.28,f,InvoCare,-,11.14,-26,11.11,11.23,11.44,11.04,-4.20,14.17,10.53,
IFL,4350.49,224.197,171.094,2.701,-.13,-,47.70,18.9,53.00,.90,5.89,f,IOOF Hldgs,-,9.00,+1,8.98,9.11,9.18,8.86,-1.81,10.98,8.18,
IPE,11.301,11.268,19.263,.037,.32,.84,1.46,18.5,4.75,.31,17.59,,IPE,-,.27,-.5,.27,.28,.275,.27,-3.74,.346,.265,
IPH,1365.28,48.199,-,1.002,-,-,19.51,31.4,13.50,1.45,2.20,p,IPH,-,6.13,+21,6.10,6.19,6.29,5.85,+1.62,6.29,2.96,
IPP,1041.69,76.519,128.423,.565,-.05,-,-1.79,-,-,-,-,,iProperty Grp,-,3.01,+5,2.97,3.05,3.05,2.97,-.23,3.40,2.10,
IQ3,87.290,3.015,-,.007,-,-,-,-,-,-,-,,IQ3Corp,-,.325,+2,.325,.33,.325,.31,+4.63,.615,.20,
IRE,2074.26,77.089,82.957,1.506,-.55,-,31.50,29.9,41.50,.76,4.41,p,IRESS,-,9.41,+43,9.30,9.50,9.50,8.86,+2.87,11.29,8.86,
IBC,-,6.975,6.827,.060,.53,.91,.72,66.7,3.00,.24,6.25,f,Ironbark Capital,-,.48,-,.48,.50,.48,.48,-1.92,.57,.46,
ISU,838.228,70.590,103.638,.411,.77,2.04,3.70,42.4,-,-,-,,iSelect,-,1.57,+10.5,1.57,1.60,1.60,1.47,+5.24,1.865,1.032,
ISD,6778.73,100.865,54.962,.760,-.08,-,9.81,38.7,6.90,1.42,1.82,,Isentia Grp,-,3.80,+31,3.78,3.80,3.82,3.49,+6.96,3.95,2.60,
ICU,238.407,15.799,-,.011,.01,8.20,-.13,-,-,-,-,,iSENTRIC,-,.082,+1.1,.08,.082,.082,.07,+13.57,.315,.004,
IAF,26.060,1.966,.598,.221,-,-,700.76,15.1,414.15,1.69,3.91,,iShares Comp Bnd,-,105.88,+11,105.00,106.40,106.20,105.62,-1.82,110.00,102.85,
IHOO,11.691,.714,-,.044,-,-,-,-,-,-,-,,iShares Global 100,-,90.60,+98,89.97,90.61,90.65,89.00,-.83,102.27,84.13,
ILB,3.915,.406,.150,.040,-,-,1159.73,9.8,205.72,5.64,1.81,,iShares Gov Infl,-,113.73,-22,112.00,115.15,114.36,113.21,-2.12,119.60,106.85,
IJH,1.405,.162,.147,36.036,-,-,-,-,-,-,-,,iShares S&P MidCap,-,199.70,-71,195.00,204.00,201.63,197.78,-2.28,206.72,146.57,
IOZ,146.443,7.788,8.238,.359,-,-,496.88,4.4,170.20,2.92,7.70,p,iShares MSCI Aus 200,-,22.10,+52,21.65,22.50,22.14,21.43,+.49,26.23,20.67,
IVV,74.779,4.149,3.097,91.606,-,-,-,-,-,-,-,,iShares S&P 500,-,278.27,-103,278.00,279.60,280.70,275.46,-2.29,291.97,211.86,
IHVV,1.764,.155,-,.018,-,-,-,-,-,-,-,,iShares S&P500 AUD,-,247.85,+427,241.00,247.79,248.21,243.90,-.17,267.77,229.37,
IHD,121.307,7.936,6.784,.235,-,-,-90.74,-,91.44,-,6.52,p,iShares S&P High Div,-,14.03,+26,13.81,14.45,14.04,13.60,-.03,16.98,13.00,
ILC,241.060,8.311,5.290,.274,-,-,241.12,9.6,118.58,2.03,5.10,p,iShares S&P/ASX 20,-,23.24,+44,22.50,23.48,23.33,22.48,+.01,27.63,21.85,
ISO,27.317,10.605,7.380,.030,-,-,-21.29,-,17.21,-,4.78,p,iShares Small Ords,-,3.60,+9,3.46,3.59,3.60,3.47,+.64,4.12,3.43,
IJR,7.273,.132,.172,22.809,-,-,-,-,-,-,-,,iShares S&P SmCap,-,155.85,-72,151.32,160.00,159.92,154.25,-2.38,162.21,113.94,
IGB,.584,.130,.113,.016,-,-,1166.82,8.9,586.95,1.99,5.68,,iShares Treasury,-,103.36,-44,103.06,103.43,103.75,103.36,-2.35,109.78,98.15,
IAA,27.977,3.151,1.724,.511,-,-,-,-,-,-,-,,iShares Asia 50,-,60.89,+52,58.50,61.20,61.00,59.00,-1.06,71.10,49.73,
IZZ,73.887,8.109,1.653,8.186,53.90,.96,-396.30,-,80.43,-,1.56,,iShares China LCap,-,51.58,+25,49.20,52.50,52.01,49.30,-1.44,68.14,42.60,
IEU,112.901,10.169,4.970,3.921,-,-,-,-,-,-,-,,iShares Europe,-,58.30,-69,58.05,59.00,59.20,57.41,-3.09,65.00,47.02,
IXJ,21.528,2.012,.748,2.420,-,-,-,-,-,-,-,,iShares Glb Health,-,147.57,-43,147.25,149.00,148.50,145.43,-2.21,156.23,103.32,
IOO,69.637,4.112,3.191,2.289,-,-,-,-,-,-,-,,iShares Glb 100 ETF,-,99.52,-43,98.20,99.95,100.27,98.31,-2.35,106.64,82.32,
IXI,9.904,.698,.268,.843,-,-,-,-,-,-,-,,iShares Glb Cons,-,124.92,+58,124.16,129.55,125.90,122.22,-1.46,130.97,96.48,
IBK,5.237,.672,.752,.269,47.68,.90,-555.75,-,103.57,-,2.41,,iShares MSCI Bric,-,42.98,+1,36.50,52.20,43.18,42.20,-1.90,54.00,40.00,
IVE,21.824,1.794,1.988,78.507,-,-,-,-,-,-,-,,iShares MSCI EAFE,-,83.50,-106,82.01,84.06,83.95,82.57,-3.18,89.22,67.82,
IEM,77.452,5.208,3.936,29.875,24.45,1.96,-135.17,-,90.46,-,1.89,,iShares MSCI Em Mkt,-,47.90,+63,47.51,49.00,48.07,46.51,-.59,57.00,43.50,
IHK,5.418,2.233,.208,3.797,-,-,-,-,-,-,-,,iShares MSCI HK,-,27.68,-47,24.00,30.50,27.72,27.24,-3.59,32.27,22.69,
IJP,183.830,11.020,6.109,26.348,-,-,-,-,-,-,-,,iShares MSCI Japan,-,16.24,-41,16.06,16.60,16.95,16.24,-4.39,18.74,12.34,
ISG,5.404,.415,.295,.850,-,-,-,-,-,-,-,,iShares MSCI Sing,-,15.05,+10,14.50,17.00,15.05,14.78,-1.25,17.64,14.11,
IKO,1.300,.406,.095,4.303,-,-,-,-,-,-,-,,iShares MSCI SKorea,-,69.24,+69,59.00,75.11,69.24,67.38,-.92,81.20,62.10,
ITW,12.794,3.367,.275,4.442,-,-,-,-,-,-,-,,iShares MSCI Taiwan,-,19.43,+10,16.00,19.63,19.45,19.13,-1.41,22.00,16.34,
IRU,19.841,.249,.132,38.691,-,-,-,-,-,-,-,,iShares Russell 2000,-,163.22,-63,160.10,163.22,163.62,160.75,-2.31,172.04,119.40,
ISX,15425.5,578.035,913.337,.062,-,-,-5.17,-,-,-,-,,Isignthis,X,.235,+5.5,.23,.235,.24,.175,+28.63,.24,.002,
ISXO,-,5.148,-,-,-,-,-,-,-,-,-,,  opt dec15,X,.001,-,.002,.01,.001,.001,-1.92,.015,.001,
ISN,465.946,42.695,88.187,.017,.01,6.00,-1.94,-,-,-,-,,iSonea,-,.06,+.5,.055,.06,.06,.052,+7.17,.12,.045,
IXP,5.969,.222,.089,.568,-,-,-,-,-,-,-,,iShares Glb Telecom,-,82.34,-219,81.00,88.50,83.95,81.95,-4.51,87.61,68.30,
ITD,48.816,5.736,3.829,.020,.11,2.18,2.50,9.6,1.25,2.00,5.21,p,ITL,-,.24,+2,.23,.24,.245,.24,+7.17,.275,.18,
IWG,-,97.440,207.062,.060,-,-,-1.86,-,-,-,-,,iWebGate,X,.20,-,-,-,.20,.20,-1.92,.40,.10,
JHX,7296.38,252.213,270.754,7.927,.60,29.57,85.15,20.8,44.63,1.91,2.52,,James Hardie Ind,-,17.74,-43,17.60,17.99,18.90,17.56,-4.29,20.04,11.16,
JHC,4538.39,156.105,154.148,.747,.44,6.45,10.97,25.9,11.00,1.00,3.87,f,Japara Healthcare,-,2.84,-3,2.80,2.84,2.92,2.79,-2.97,2.92,1.825,
